Date,Region,City,Category,Product,Customer Type,Payment Method,Delivery Status,Salesperson,Quantity,Units Sold,Unit Price,Revenue,Return Status,Return Amount
01-03-2024,East,Kolkata,Sports,Ball,New,UPI,Pending,Karan,5,5,2289.68,11448.4,No,0
14-01-2025,North,Chandigarh,Electronics,Phone,Returning,Card,Delivered,Priya,9,9,906.37,8157.33,No,0
10-12-2025,West,Mumbai,Fashion,Jeans,Returning,Cash,Delivered,Priya,2,2,3581.07,7162.14,No,0
15-03-2025,South,Bangalore,Fashion,Shoes,Returning,UPI,Pending,Karan,6,6,1972.06,11832.36,Yes,10461.37
14-11-2024,East,Kolkata,Electronics,Phone,New,Cash,Pending,Karan,7,7,1498.48,10489.36,No,0
28-10-2024,North,Chandigarh,Fashion,Jeans,New,Cash,Pending,Sneha,3,3,2206.24,6618.72,No,0
09-12-2024,South,Chennai,Sports,Bat,Returning,UPI,Pending,Rohit,5,5,4825.99,24129.95,No,0
11-01-2024,West,Pune,Home,Chair,New,Card,Shipped,Karan,4,4,3906.42,15625.68,No,0
02-03-2024,East,Kolkata,Fashion,Shoes,New,Card,Delivered,Amit,2,2,592.24,1184.48,No,0
13-08-2024,South,Bangalore,Sports,Shoes,New,Cash,Pending,Priya,5,5,1316.61,6583.05,No,0
01-06-2024,North,Chandigarh,Sports,Ball,New,Cash,Delivered,Priya,3,3,2713.21,8139.63,No,0
11-12-2025,North,Chandigarh,Groceries,Oil,Returning,Card,Pending,Sneha,3,3,3212.8,9638.4,Yes,3522.24
17-07-2025,South,Chennai,Electronics,Tablet,Returning,Cash,Pending,Amit,9,9,196.29,1766.61,No,0
24-07-2025,West,Pune,Home,Table,Returning,Card,Delivered,Sneha,3,3,1758.68,5276.04,Yes,3926.43
06-08-2025,East,Kolkata,Home,Lamp,New,Net Banking,Shipped,Rohit,3,3,2098.9,6296.7,No,0
21-10-2025,East,Bhubaneswar,Groceries,Milk,New,Card,Delivered,Karan,9,9,254.41,2289.69,No,0
28-07-2025,West,Pune,Electronics,Laptop,Returning,Card,Pending,Karan,6,6,1613.7,9682.2,No,0
05-11-2024,East,Bhubaneswar,Sports,Shoes,New,Card,Pending,Karan,7,7,756.72,5297.04,No,0
30-08-2024,West,Mumbai,Groceries,Rice,New,UPI,Shipped,Amit,6,6,2649.14,15894.84,Yes,4204.75
07-05-2025,North,Chandigarh,Fashion,Shoes,New,Card,Shipped,Karan,1,1,4548.03,4548.03,No,0
31-12-2024,South,Chennai,Groceries,Oil,Returning,UPI,Delivered,Karan,4,4,1156.49,4625.96,No,0
25-11-2024,West,Pune,Fashion,Jeans,Returning,Net Banking,Delivered,Karan,2,2,1084.47,2168.94,No,0
16-04-2024,South,Chennai,Electronics,Laptop,New,Cash,Delivered,Sneha,5,5,1516.84,7584.2,No,0
13-08-2024,North,Delhi,Fashion,Shirt,Returning,Cash,Delivered,Rohit,3,3,2880.47,8641.41,No,0
05-08-2024,East,Bhubaneswar,Sports,Ball,Returning,UPI,Shipped,Amit,1,1,1440.36,1440.36,No,0
20-05-2025,South,Bangalore,Groceries,Milk,Returning,Cash,Shipped,Priya,3,3,4805.8,14417.4,Yes,4533.55
15-09-2024,North,Delhi,Home,Lamp,Returning,Card,Shipped,Priya,2,2,3536.68,7073.36,Yes,1694.85
31-05-2025,South,Bangalore,Home,Table,Returning,Net Banking,Delivered,Sneha,5,5,4131.02,20655.1,Yes,13087.32
23-02-2024,North,Chandigarh,Electronics,Laptop,Returning,UPI,Delivered,Amit,4,4,2544.94,10179.76,Yes,7609.86
16-02-2024,North,Delhi,Sports,Bat,New,Card,Pending,Priya,2,2,3851.16,7702.32,No,0
27-12-2025,West,Mumbai,Electronics,Tablet,Returning,Cash,Delivered,Rohit,9,9,831.97,7487.73,No,0
19-11-2025,East,Bhubaneswar,Home,Chair,New,Card,Pending,Karan,3,3,4313.71,12941.13,No,0
04-06-2025,North,Chandigarh,Electronics,Tablet,New,Card,Pending,Priya,9,9,510.58,4595.22,No,0
08-04-2024,South,Bangalore,Sports,Ball,New,Cash,Pending,Sneha,5,5,2966.16,14830.8,No,0
20-01-2024,South,Bangalore,Groceries,Oil,New,Cash,Delivered,Priya,9,9,4038.1,36342.9,No,0
26-07-2025,East,Kolkata,Fashion,Shirt,New,Net Banking,Shipped,Priya,5,5,4678.66,23393.3,No,0
04-05-2025,North,Delhi,Sports,Shoes,New,UPI,Pending,Rohit,8,8,3792.03,30336.24,No,0
22-02-2025,East,Kolkata,Groceries,Milk,New,Card,Pending,Amit,2,2,3379.4,6758.8,No,0
20-11-2025,West,Mumbai,Electronics,Phone,Returning,Net Banking,Delivered,Amit,4,4,2148.12,8592.48,No,0
02-03-2024,East,Kolkata,Groceries,Oil,Returning,Cash,Shipped,Amit,7,7,4819.16,33734.12,No,0
24-05-2024,West,Pune,Sports,Shoes,Returning,Card,Delivered,Amit,8,8,487.47,3899.76,No,0
03-08-2024,North,Chandigarh,Fashion,Jeans,Returning,Net Banking,Pending,Karan,8,8,3627.98,29023.84,No,0
03-01-2024,West,Mumbai,Home,Lamp,New,Net Banking,Pending,Sneha,2,2,3514.1,7028.2,No,0
08-06-2024,South,Chennai,Sports,Ball,New,Cash,Pending,Amit,5,5,1254.84,6274.2,No,0
29-04-2024,South,Bangalore,Groceries,Milk,Returning,Cash,Pending,Priya,8,8,4031.02,32248.16,No,0
29-03-2024,North,Delhi,Electronics,Laptop,New,Cash,Pending,Rohit,4,4,3008.52,12034.08,No,0
24-11-2024,South,Chennai,Groceries,Rice,New,Card,Pending,Sneha,3,3,888.22,2664.66,No,0
02-08-2025,South,Bangalore,Electronics,Phone,Returning,UPI,Pending,Rohit,7,7,4280.56,29963.92,No,0
22-12-2024,East,Kolkata,Groceries,Oil,New,UPI,Delivered,Sneha,1,1,4091.66,4091.66,No,0
01-09-2025,North,Delhi,Home,Table,New,Cash,Delivered,Karan,9,9,1871.29,16841.61,No,0
23-09-2024,North,Chandigarh,Sports,Ball,New,Cash,Shipped,Rohit,4,4,2963.54,11854.16,No,0
08-09-2025,West,Pune,Electronics,Laptop,Returning,Card,Delivered,Priya,8,8,2412.32,19298.56,No,0
18-11-2024,East,Kolkata,Fashion,Shirt,Returning,Cash,Shipped,Rohit,1,1,4176.51,4176.51,No,0
26-09-2025,East,Bhubaneswar,Groceries,Milk,Returning,Net Banking,Delivered,Sneha,1,1,4679.25,4679.25,No,0
24-06-2025,East,Bhubaneswar,Fashion,Shoes,Returning,Net Banking,Pending,Karan,3,3,1267.85,3803.55,No,0
10-10-2025,North,Chandigarh,Electronics,Laptop,Returning,Cash,Shipped,Karan,5,5,2686.03,13430.15,No,0
13-07-2024,South,Bangalore,Groceries,Milk,New,Card,Pending,Sneha,8,8,4751.48,38011.84,No,0
27-11-2024,North,Chandigarh,Home,Lamp,New,Net Banking,Pending,Rohit,1,1,272.28,272.28,No,0
18-06-2024,North,Chandigarh,Groceries,Milk,Returning,UPI,Pending,Karan,8,8,501.85,4014.8,No,0
04-06-2025,South,Chennai,Fashion,Jeans,Returning,UPI,Shipped,Priya,5,5,4831.04,24155.2,No,0
07-04-2025,East,Kolkata,Home,Table,Returning,Card,Shipped,Amit,1,1,1003.73,1003.73,No,0
09-02-2024,North,Delhi,Sports,Ball,Returning,Cash,Pending,Amit,4,4,3681.95,14727.8,Yes,10769.36
20-06-2025,South,Bangalore,Groceries,Oil,New,Net Banking,Shipped,Rohit,6,6,2152.77,12916.62,No,0
17-09-2024,South,Bangalore,Electronics,Phone,Returning,Net Banking,Shipped,Priya,1,1,3641.57,3641.57,No,0
29-01-2025,South,Chennai,Home,Chair,New,Cash,Pending,Karan,2,2,2958.79,5917.58,No,0
13-08-2024,South,Chennai,Home,Table,Returning,Card,Delivered,Sneha,9,9,1071.16,9640.44,No,0
03-05-2024,South,Chennai,Groceries,Oil,Returning,Net Banking,Pending,Karan,8,8,1026.03,8208.24,No,0
07-02-2024,West,Pune,Groceries,Rice,New,UPI,Delivered,Amit,1,1,2644.11,2644.11,No,0
23-11-2024,North,Delhi,Groceries,Rice,New,Cash,Delivered,Sneha,8,8,4724.46,37795.68,No,0
07-09-2024,North,Chandigarh,Groceries,Oil,New,Card,Pending,Amit,9,9,1675.51,15079.59,Yes,4550.72
24-06-2024,West,Mumbai,Electronics,Phone,New,UPI,Shipped,Sneha,5,5,3541.75,17708.75,No,0
24-08-2025,South,Bangalore,Fashion,Shoes,Returning,UPI,Pending,Sneha,8,8,1398.73,11189.84,No,0
29-03-2025,South,Bangalore,Electronics,Phone,New,Card,Shipped,Amit,3,3,1090.2,3270.6,No,0
06-02-2024,East,Kolkata,Groceries,Rice,New,Card,Pending,Priya,1,1,3954.94,3954.94,No,0
11-11-2024,South,Bangalore,Home,Lamp,Returning,Cash,Pending,Rohit,7,7,664.26,4649.82,No,0
18-11-2025,East,Bhubaneswar,Sports,Bat,New,Cash,Pending,Karan,5,5,1083.49,5417.45,No,0
15-08-2025,South,Chennai,Fashion,Jeans,New,Net Banking,Delivered,Amit,2,2,3140.73,6281.46,No,0
23-04-2024,East,Kolkata,Fashion,Shoes,Returning,UPI,Shipped,Amit,6,6,4672.65,28035.9,No,0
09-02-2024,West,Mumbai,Groceries,Rice,Returning,Cash,Delivered,Priya,3,3,2385.24,7155.72,No,0
27-10-2024,South,Bangalore,Groceries,Oil,New,Card,Shipped,Amit,8,8,4392.07,35136.56,No,0
11-08-2024,West,Pune,Sports,Ball,Returning,UPI,Delivered,Priya,7,7,566.72,3967.04,Yes,2074.37
13-11-2024,East,Bhubaneswar,Home,Chair,New,Card,Pending,Amit,9,9,4736.32,42626.88,No,0
14-12-2024,East,Bhubaneswar,Fashion,Jeans,Returning,Net Banking,Shipped,Sneha,3,3,346.58,1039.74,Yes,363.78
24-04-2024,North,Delhi,Electronics,Phone,Returning,Net Banking,Pending,Amit,7,7,1094.08,7658.56,No,0
28-11-2025,East,Kolkata,Home,Table,Returning,Card,Pending,Amit,3,3,3361.69,10085.07,No,0
18-11-2024,North,Chandigarh,Groceries,Milk,Returning,Cash,Pending,Priya,4,4,1575.76,6303.04,No,0
21-07-2025,West,Pune,Sports,Bat,New,Net Banking,Pending,Sneha,5,5,1347.85,6739.25,No,0
09-02-2024,West,Pune,Sports,Ball,Returning,Card,Shipped,Rohit,9,9,1103.13,9928.17,No,0
09-02-2024,West,Mumbai,Fashion,Jeans,Returning,Cash,Shipped,Rohit,5,5,796.69,3983.45,Yes,2791.1
15-10-2024,West,Mumbai,Groceries,Milk,Returning,UPI,Shipped,Priya,1,1,4198.55,4198.55,No,0
18-09-2024,East,Kolkata,Fashion,Shirt,Returning,Net Banking,Pending,Amit,6,6,149.05,894.3,No,0
03-08-2024,West,Pune,Groceries,Rice,New,Net Banking,Pending,Rohit,2,2,1662.2,3324.4,No,0
26-05-2024,North,Chandigarh,Groceries,Milk,Returning,UPI,Shipped,Amit,1,1,2545.63,2545.63,No,0
01-12-2024,North,Chandigarh,Home,Chair,Returning,Net Banking,Shipped,Rohit,1,1,176.91,176.91,No,0
16-06-2024,West,Pune,Electronics,Laptop,Returning,Net Banking,Delivered,Sneha,8,8,764.57,6116.56,No,0
01-04-2024,North,Delhi,Groceries,Milk,Returning,Net Banking,Delivered,Rohit,5,5,594.61,2973.05,No,0
18-12-2024,South,Chennai,Sports,Ball,New,Net Banking,Pending,Sneha,8,8,4693.66,37549.28,No,0
24-07-2025,East,Bhubaneswar,Fashion,Shirt,New,UPI,Delivered,Priya,6,6,792.09,4752.54,No,0
24-07-2025,West,Mumbai,Groceries,Milk,Returning,Card,Delivered,Karan,9,9,4779.81,43018.29,No,0
11-11-2025,West,Mumbai,Home,Table,New,UPI,Shipped,Priya,7,7,2072.38,14506.66,No,0
28-12-2024,West,Pune,Electronics,Laptop,Returning,Card,Pending,Sneha,6,6,1387.08,8322.48,No,0
10-07-2025,North,Chandigarh,Electronics,Tablet,New,Card,Shipped,Sneha,2,2,1646.21,3292.42,No,0
10-12-2024,East,Bhubaneswar,Fashion,Jeans,Returning,UPI,Pending,Sneha,8,8,2532.93,20263.44,No,0
23-11-2025,East,Bhubaneswar,Fashion,Jeans,New,Net Banking,Pending,Priya,8,8,1293.29,10346.32,No,0
18-06-2024,East,Kolkata,Electronics,Tablet,Returning,Cash,Delivered,Sneha,1,1,4035.54,4035.54,No,0
21-12-2024,North,Chandigarh,Electronics,Tablet,Returning,Card,Pending,Amit,7,7,2872.14,20104.98,Yes,16575.72
09-07-2024,East,Kolkata,Home,Chair,Returning,UPI,Shipped,Karan,7,7,3565.42,24957.94,No,0
28-10-2025,East,Bhubaneswar,Sports,Bat,Returning,Net Banking,Shipped,Amit,7,7,618.44,4329.08,No,0
25-02-2025,East,Kolkata,Sports,Shoes,New,Cash,Pending,Amit,2,2,4783.93,9567.86,Yes,4630.32
30-11-2025,East,Bhubaneswar,Electronics,Tablet,New,Net Banking,Pending,Karan,9,9,2934.96,26414.64,No,0
07-01-2024,North,Chandigarh,Electronics,Phone,Returning,UPI,Pending,Sneha,3,3,2555.7,7667.1,No,0
12-05-2024,East,Kolkata,Sports,Bat,New,Cash,Delivered,Priya,4,4,879.88,3519.52,No,0
10-07-2025,East,Bhubaneswar,Groceries,Milk,New,Net Banking,Pending,Rohit,8,8,4347.43,34779.44,No,0
31-01-2024,North,Chandigarh,Sports,Bat,New,Card,Delivered,Sneha,7,7,564.76,3953.32,No,0
18-06-2025,South,Bangalore,Groceries,Milk,New,Cash,Delivered,Amit,9,9,3808.94,34280.46,No,0
01-03-2025,North,Delhi,Fashion,Jeans,New,Cash,Delivered,Priya,9,9,3628.55,32656.95,No,0
28-01-2025,North,Chandigarh,Sports,Bat,Returning,Card,Pending,Karan,3,3,4470.18,13410.54,No,0
02-11-2025,North,Chandigarh,Sports,Ball,New,UPI,Delivered,Karan,8,8,666.47,5331.76,No,0
28-12-2024,North,Chandigarh,Electronics,Laptop,New,Net Banking,Shipped,Sneha,3,3,3135.95,9407.85,No,0
12-03-2025,South,Bangalore,Fashion,Shirt,Returning,UPI,Delivered,Amit,1,1,4425.83,4425.83,No,0
31-10-2025,South,Chennai,Fashion,Shoes,Returning,Net Banking,Shipped,Karan,6,6,867.4,5204.4,No,0
04-07-2025,West,Mumbai,Home,Chair,Returning,UPI,Shipped,Sneha,2,2,349.18,698.36,No,0
22-03-2024,East,Kolkata,Groceries,Milk,Returning,Cash,Shipped,Priya,8,8,4507.61,36060.88,No,0
21-12-2024,North,Delhi,Sports,Ball,Returning,Cash,Delivered,Sneha,2,2,4649.03,9298.06,Yes,5946.38
14-09-2024,East,Bhubaneswar,Sports,Shoes,New,Net Banking,Pending,Karan,2,2,4811.9,9623.8,No,0
18-12-2025,North,Delhi,Fashion,Shirt,Returning,Card,Pending,Sneha,6,6,1886.38,11318.28,No,0
11-08-2025,West,Mumbai,Sports,Bat,New,Card,Delivered,Rohit,8,8,4038.91,32311.28,No,0
07-06-2025,West,Mumbai,Groceries,Oil,New,Net Banking,Delivered,Priya,1,1,3596.68,3596.68,No,0
21-10-2024,East,Bhubaneswar,Groceries,Milk,Returning,Card,Shipped,Karan,8,8,793.92,6351.36,No,0
11-08-2024,South,Chennai,Home,Lamp,Returning,Card,Shipped,Rohit,8,8,4836.29,38690.32,No,0
08-06-2025,North,Chandigarh,Sports,Bat,Returning,Net Banking,Delivered,Priya,8,8,3748.53,29988.24,No,0
15-02-2024,East,Bhubaneswar,Fashion,Jeans,Returning,Net Banking,Delivered,Karan,5,5,4963.87,24819.35,No,0
28-10-2025,West,Pune,Groceries,Rice,Returning,Net Banking,Pending,Amit,3,3,1815.91,5447.73,No,0
22-04-2024,East,Kolkata,Sports,Bat,New,Card,Shipped,Amit,8,8,1921.46,15371.68,Yes,11721.83
20-08-2024,South,Chennai,Home,Lamp,New,Card,Pending,Sneha,7,7,2477.81,17344.67,No,0
17-01-2024,West,Mumbai,Sports,Ball,New,Cash,Pending,Karan,6,6,2871.46,17228.76,No,0
25-12-2024,East,Bhubaneswar,Home,Chair,Returning,Net Banking,Shipped,Amit,8,8,1878.04,15024.32,No,0
10-08-2024,North,Delhi,Groceries,Rice,Returning,UPI,Shipped,Karan,1,1,4454.35,4454.35,No,0
30-11-2025,North,Delhi,Home,Chair,New,Net Banking,Delivered,Karan,6,6,1420.25,8521.5,No,0
23-03-2025,North,Delhi,Electronics,Phone,New,Cash,Shipped,Karan,1,1,3645.32,3645.32,No,0
30-12-2024,South,Chennai,Groceries,Milk,New,Cash,Pending,Priya,5,5,513.42,2567.1,No,0
05-11-2025,North,Chandigarh,Electronics,Phone,New,Card,Pending,Amit,3,3,2596.59,7789.77,No,0
21-11-2024,East,Bhubaneswar,Home,Chair,Returning,Card,Delivered,Priya,9,9,2188.86,19699.74,No,0
11-04-2025,West,Mumbai,Fashion,Shoes,Returning,Net Banking,Pending,Sneha,9,9,4758.65,42827.85,No,0
17-02-2025,South,Chennai,Sports,Bat,New,Cash,Shipped,Rohit,9,9,1263.68,11373.12,No,0
30-03-2025,North,Delhi,Groceries,Milk,New,UPI,Pending,Amit,6,6,1409.57,8457.42,No,0
08-08-2025,West,Mumbai,Home,Lamp,New,Net Banking,Shipped,Sneha,7,7,715.96,5011.72,No,0
20-08-2024,North,Delhi,Electronics,Tablet,New,Card,Pending,Amit,6,6,2357.49,14144.94,No,0
11-08-2024,West,Mumbai,Fashion,Shirt,New,Net Banking,Shipped,Rohit,8,8,615.58,4924.64,No,0
15-02-2025,North,Chandigarh,Electronics,Tablet,New,UPI,Shipped,Amit,6,6,4140.13,24840.78,No,0
25-07-2025,West,Mumbai,Fashion,Jeans,Returning,Cash,Delivered,Rohit,7,7,1440.97,10086.79,No,0
30-11-2024,West,Pune,Fashion,Shirt,Returning,Card,Shipped,Amit,1,1,1414.43,1414.43,No,0
09-08-2024,West,Pune,Home,Chair,New,Net Banking,Delivered,Amit,7,7,2639.21,18474.47,Yes,12107.88
06-02-2024,North,Delhi,Fashion,Jeans,New,Cash,Shipped,Amit,8,8,4779.61,38236.88,No,0
04-10-2024,West,Mumbai,Home,Lamp,New,Net Banking,Delivered,Karan,7,7,1124.38,7870.66,No,0
14-07-2024,West,Pune,Fashion,Jeans,Returning,Card,Shipped,Sneha,1,1,2753.82,2753.82,No,0
28-04-2025,East,Bhubaneswar,Fashion,Shirt,Returning,Cash,Delivered,Sneha,2,2,2952.51,5905.02,No,0
29-08-2024,East,Bhubaneswar,Electronics,Phone,Returning,UPI,Shipped,Karan,8,8,2568.23,20545.84,No,0
19-11-2024,East,Kolkata,Home,Lamp,Returning,Net Banking,Pending,Priya,5,5,1758,8790,No,0
10-07-2024,East,Kolkata,Sports,Ball,Returning,UPI,Shipped,Amit,9,9,293.15,2638.35,No,0
17-01-2024,North,Chandigarh,Sports,Bat,Returning,Net Banking,Delivered,Sneha,5,5,4842.54,24212.7,No,0
07-06-2025,East,Kolkata,Fashion,Jeans,Returning,Card,Shipped,Priya,5,5,950.99,4754.95,No,0
04-02-2025,South,Bangalore,Home,Table,New,Net Banking,Shipped,Priya,3,3,1308.62,3925.86,No,0
05-12-2025,West,Mumbai,Groceries,Rice,New,UPI,Pending,Priya,6,6,2590.94,15545.64,No,0
22-01-2024,East,Kolkata,Electronics,Laptop,Returning,UPI,Delivered,Karan,7,7,1470.86,10296.02,No,0
18-04-2025,North,Delhi,Home,Chair,New,Net Banking,Pending,Rohit,8,8,2126.96,17015.68,No,0
29-04-2024,East,Kolkata,Groceries,Oil,New,Net Banking,Pending,Sneha,1,1,4954.15,4954.15,No,0
28-07-2024,North,Delhi,Fashion,Jeans,Returning,UPI,Shipped,Sneha,8,8,2258.96,18071.68,No,0
01-11-2024,West,Pune,Home,Table,Returning,Card,Pending,Sneha,1,1,2789.02,2789.02,No,0
26-09-2024,West,Mumbai,Electronics,Phone,New,Net Banking,Shipped,Amit,2,2,4379.47,8758.94,Yes,7978.34
04-12-2025,South,Chennai,Sports,Shoes,New,Cash,Delivered,Priya,8,8,215.6,1724.8,No,0
17-11-2025,North,Chandigarh,Fashion,Jeans,New,Net Banking,Delivered,Sneha,9,9,3765.72,33891.48,No,0
11-10-2024,East,Bhubaneswar,Sports,Shoes,New,Cash,Shipped,Sneha,7,7,2040.67,14284.69,No,0
16-12-2025,South,Bangalore,Electronics,Phone,New,Card,Pending,Sneha,9,9,3702.73,33324.57,No,0
06-11-2025,West,Mumbai,Electronics,Tablet,Returning,Card,Shipped,Karan,6,6,4943.02,29658.12,No,0
14-08-2024,East,Bhubaneswar,Groceries,Rice,New,UPI,Pending,Amit,3,3,1748.09,5244.27,No,0
15-01-2025,East,Kolkata,Sports,Shoes,New,Cash,Shipped,Karan,9,9,868.82,7819.38,No,0
04-04-2025,South,Bangalore,Fashion,Shoes,Returning,Card,Shipped,Sneha,8,8,3943.59,31548.72,No,0
07-01-2024,West,Pune,Electronics,Laptop,New,Card,Delivered,Karan,4,4,3635.1,14540.4,No,0
29-01-2024,North,Chandigarh,Groceries,Rice,New,Card,Shipped,Karan,8,8,2504.97,20039.76,Yes,13913.47
02-02-2024,East,Bhubaneswar,Home,Table,New,Card,Delivered,Sneha,4,4,2808.25,11233,No,0
07-10-2025,North,Chandigarh,Sports,Ball,New,UPI,Shipped,Rohit,6,6,1417.42,8504.52,Yes,6618.82
19-03-2024,South,Bangalore,Fashion,Shoes,New,UPI,Delivered,Karan,3,3,1071.21,3213.63,No,0
03-04-2025,West,Pune,Fashion,Shirt,New,Net Banking,Delivered,Amit,2,2,4847.19,9694.38,No,0
23-07-2025,North,Chandigarh,Fashion,Shirt,New,Card,Delivered,Priya,6,6,3059.21,18355.26,Yes,5061.37
21-06-2025,East,Bhubaneswar,Sports,Bat,New,Cash,Pending,Priya,6,6,1669.46,10016.76,No,0
26-04-2025,North,Chandigarh,Fashion,Jeans,Returning,Net Banking,Delivered,Amit,7,7,406.15,2843.05,No,0
05-03-2025,West,Pune,Home,Lamp,New,Net Banking,Shipped,Priya,6,6,3457.49,20744.94,No,0
11-10-2024,East,Bhubaneswar,Electronics,Phone,Returning,UPI,Shipped,Sneha,1,1,4746.17,4746.17,No,0
30-05-2025,North,Chandigarh,Groceries,Milk,New,Card,Pending,Karan,2,2,4274.65,8549.3,No,0
08-04-2024,West,Pune,Home,Table,Returning,Card,Delivered,Sneha,1,1,3855.12,3855.12,No,0
31-01-2025,South,Bangalore,Sports,Shoes,Returning,Card,Shipped,Sneha,6,6,4002.61,24015.66,No,0
03-05-2025,South,Bangalore,Electronics,Tablet,Returning,Card,Delivered,Priya,2,2,3793.46,7586.92,No,0
08-02-2024,West,Pune,Home,Chair,New,UPI,Shipped,Rohit,8,8,2688.07,21504.56,No,0
27-09-2024,East,Kolkata,Home,Chair,New,Cash,Shipped,Amit,3,3,3186.37,9559.11,No,0
05-06-2024,North,Delhi,Electronics,Phone,New,Cash,Pending,Sneha,3,3,4855.15,14565.45,No,0
15-03-2024,South,Bangalore,Groceries,Milk,Returning,Net Banking,Shipped,Amit,2,2,2512.77,5025.54,No,0
09-05-2024,North,Chandigarh,Sports,Shoes,Returning,Card,Pending,Rohit,1,1,1457.08,1457.08,Yes,1114.36
17-11-2025,North,Chandigarh,Groceries,Milk,New,Net Banking,Pending,Amit,7,7,1166.73,8167.11,No,0
24-03-2024,North,Chandigarh,Groceries,Rice,New,Cash,Delivered,Karan,5,5,4467.44,22337.2,No,0
22-01-2024,East,Bhubaneswar,Groceries,Milk,Returning,Cash,Shipped,Rohit,7,7,1186.72,8307.04,No,0
03-04-2025,South,Bangalore,Sports,Shoes,Returning,Net Banking,Pending,Rohit,7,7,492.31,3446.17,No,0
22-06-2025,North,Chandigarh,Fashion,Shirt,New,UPI,Pending,Priya,9,9,515.35,4638.15,No,0
07-12-2025,East,Bhubaneswar,Sports,Shoes,Returning,UPI,Shipped,Karan,4,4,2842.12,11368.48,No,0
16-01-2025,West,Pune,Groceries,Milk,New,UPI,Delivered,Sneha,3,3,3447.56,10342.68,Yes,8545.94
15-03-2025,West,Mumbai,Electronics,Phone,New,UPI,Pending,Priya,2,2,4015.5,8031,No,0
26-08-2025,West,Mumbai,Fashion,Jeans,New,Card,Pending,Sneha,2,2,1126.15,2252.3,No,0
21-01-2024,West,Pune,Groceries,Milk,New,Card,Delivered,Karan,2,2,1205.76,2411.52,No,0
29-10-2024,North,Chandigarh,Electronics,Phone,New,Net Banking,Shipped,Karan,2,2,4802.94,9605.88,No,0
24-03-2024,North,Delhi,Electronics,Phone,New,Cash,Pending,Rohit,5,5,4992.95,24964.75,Yes,21674.28
20-10-2025,North,Chandigarh,Electronics,Tablet,Returning,Cash,Pending,Sneha,6,6,1861.38,11168.28,No,0
28-03-2025,East,Bhubaneswar,Electronics,Phone,New,Net Banking,Pending,Karan,9,9,4517.99,40661.91,No,0
21-01-2025,North,Delhi,Groceries,Rice,New,Cash,Delivered,Karan,7,7,4633.91,32437.37,No,0
21-05-2025,East,Bhubaneswar,Electronics,Laptop,New,Cash,Delivered,Rohit,7,7,3601.36,25209.52,No,0
13-09-2024,West,Mumbai,Electronics,Tablet,Returning,UPI,Shipped,Amit,6,6,4044.34,24266.04,No,0
23-07-2025,East,Bhubaneswar,Fashion,Shirt,Returning,Cash,Shipped,Sneha,7,7,4898.39,34288.73,No,0
10-06-2025,South,Bangalore,Home,Chair,New,Cash,Delivered,Karan,1,1,2563.64,2563.64,No,0
10-06-2024,East,Bhubaneswar,Home,Lamp,New,Net Banking,Delivered,Sneha,1,1,1654.72,1654.72,No,0
11-06-2024,West,Mumbai,Fashion,Jeans,Returning,Net Banking,Delivered,Rohit,1,1,141.63,141.63,No,0
07-06-2025,East,Kolkata,Sports,Shoes,Returning,Cash,Pending,Rohit,1,1,359.39,359.39,No,0
27-09-2024,North,Delhi,Sports,Shoes,Returning,Net Banking,Delivered,Amit,5,5,4418.91,22094.55,No,0
06-05-2025,North,Delhi,Sports,Bat,New,Cash,Delivered,Karan,9,9,2076.49,18688.41,No,0
26-07-2024,West,Mumbai,Fashion,Shirt,Returning,Net Banking,Pending,Priya,4,4,1845.35,7381.4,No,0
22-06-2025,West,Pune,Fashion,Shoes,New,UPI,Shipped,Karan,6,6,1993.67,11962.02,No,0
06-08-2025,North,Chandigarh,Groceries,Milk,New,UPI,Delivered,Rohit,7,7,2793.85,19556.95,No,0
29-02-2024,West,Mumbai,Groceries,Rice,New,Cash,Pending,Priya,8,8,4418.16,35345.28,Yes,27054.79
05-03-2025,North,Chandigarh,Electronics,Laptop,Returning,Card,Shipped,Priya,8,8,1426.35,11410.8,No,0
18-10-2025,North,Chandigarh,Groceries,Oil,Returning,Net Banking,Delivered,Amit,8,8,2564.91,20519.28,No,0
27-08-2025,East,Bhubaneswar,Electronics,Laptop,Returning,UPI,Delivered,Karan,2,2,3723.86,7447.72,No,0
04-11-2024,North,Delhi,Fashion,Shirt,Returning,UPI,Pending,Amit,2,2,2244.47,4488.94,No,0
03-06-2025,East,Kolkata,Home,Table,Returning,Card,Delivered,Amit,1,1,1506.24,1506.24,No,0
13-08-2025,North,Delhi,Sports,Shoes,Returning,Card,Shipped,Rohit,9,9,2324.4,20919.6,No,0
27-01-2024,East,Bhubaneswar,Electronics,Phone,New,Net Banking,Shipped,Amit,3,3,4286.56,12859.68,No,0
16-11-2025,North,Delhi,Electronics,Phone,New,Cash,Shipped,Priya,1,1,2287.14,2287.14,No,0
15-07-2025,West,Mumbai,Sports,Ball,New,Cash,Pending,Rohit,7,7,1893.54,13254.78,No,0
17-07-2024,East,Bhubaneswar,Sports,Bat,New,Net Banking,Pending,Rohit,9,9,2426.13,21835.17,No,0
21-01-2025,West,Pune,Groceries,Oil,New,UPI,Pending,Priya,6,6,4508.04,27048.24,No,0
